time,side,price,quantity
34602049199832,LiftAsk,5871800,97
34603029647769,LiftAsk,5872500,150
34603029647769,LiftAsk,5872500,50
34605890403495,LiftAsk,5872500,50
34605890403495,LiftAsk,5872800,97
34612711607617,LiftAsk,5873900,2
34613060188638,LiftAsk,5874100,10
34613060188638,LiftAsk,5874100,400
34613062115914,LiftAsk,5874400,5
34614025089001,LiftAsk,5874900,100
34614054316982,LiftAsk,5874900,100
34614868888726,HitBid,5874500,50
34614869077591,LiftAsk,5874900,30
34614869077591,LiftAsk,5874900,70
34619190856337,LiftAsk,5873500,500
34619194714095,LiftAsk,5873400,29
34619753956483,LiftAsk,5874500,23
34619755120709,LiftAsk,5874500,77
34619761492888,LiftAsk,5874700,50
34619767944719,LiftAsk,5874700,50
34619767944719,LiftAsk,5874700,100
34619783297468,HitBid,5874600,100
34619857676434,LiftAsk,5875000,15
34619857676434,LiftAsk,5875000,10
34619863957467,LiftAsk,5875500,100
34620708416071,LiftAsk,5875500,3
34621296450936,LiftAsk,5875400,100
34621336407428,LiftAsk,5875500,894
34621336407428,LiftAsk,5875500,100
34621374994981,LiftAsk,5875700,3
34621374994981,LiftAsk,5875700,100
34621374994981,LiftAsk,5875700,100
34621374994981,LiftAsk,5875700,30
34621737248104,LiftAsk,5876000,50
34621779232391,LiftAsk,5876200,100
34621779232391,LiftAsk,5876200,100
34621826336423,LiftAsk,5876200,200
34626095992495,HitBid,5875000,100
34629012191146,HitBid,5874000,200
34629012191146,HitBid,5874000,200
34629012231394,HitBid,5874000,100
34629017671363,HitBid,5872600,100
34629025806334,HitBid,5871700,100
34629025806334,HitBid,5871700,100
34634128808891,LiftAsk,5872200,22
34634128808891,LiftAsk,5872200,44
34634128846508,LiftAsk,5872200,22
34634128921007,LiftAsk,5872200,34
34634129211592,LiftAsk,5872200,100
34640248574362,LiftAsk,5873800,44
34640248574362,LiftAsk,5874000,4
34640248574362,LiftAsk,5874000,100
34640248978335,LiftAsk,5874000,100
34640249484923,LiftAsk,5874000,100
34644795464700,LiftAsk,5872700,25
34647584386802,HitBid,5873200,100
34647936182293,HitBid,5872300,21
34647936193023,HitBid,5872300,79
34647936193023,HitBid,5872300,121
34647937038033,HitBid,5872300,79
34647937038033,HitBid,5872300,121
34647937040512,HitBid,5872300,79
34648674635700,LiftAsk,5872700,100
34648774120693,LiftAsk,5872700,200
34648874320166,LiftAsk,5872700,199
34651575584429,LiftAsk,5872400,100
34656439085776,LiftAsk,5873400,96
34656439085776,LiftAsk,5873400,100
34660033437136,LiftAsk,5873400,100
34660541811825,LiftAsk,5872000,100
34664226356945,LiftAsk,5873200,15
34664226395145,LiftAsk,5873200,24
34664226563226,LiftAsk,5873200,61
34664226563226,LiftAsk,5873200,100
34664227758820,LiftAsk,5873200,76
34664237225062,LiftAsk,5873400,100
34664286920755,LiftAsk,5873400,100
34669092267237,LiftAsk,5873300,100
34673203882775,HitBid,5872000,100
34675577246606,HitBid,5871800,18
34675577246606,HitBid,5871800,100
34675577271467,HitBid,5871700,18
34675578187284,HitBid,5871600,34
34675578850350,HitBid,5871600,144
34675579019692,HitBid,5871600,22
34675699752902,HitBid,5871300,71
34675702262134,HitBid,5871300,20
34675702262134,HitBid,5871300,180
34675702368120,HitBid,5871300,20
34675719741480,HitBid,5871300,100
34675719834837,HitBid,5871300,100
34675726954394,HitBid,5871300,100
34675734379654,HitBid,5871300,100
34676095433513,HitBid,5871300,1
34676278728623,HitBid,5871300,199
34676278813400,HitBid,5871200,200
34676279088513,HitBid,5871200,100
34676279372876,HitBid,5871100,81
34676569866558,HitBid,5871100,100
34676602805602,HitBid,5871100,19
34676602805602,HitBid,5871100,181
34676603176555,HitBid,5871100,19
34676603176555,HitBid,5871000,81
34676603577377,HitBid,5871000,16
34676650463956,HitBid,5871000,103
34676756128335,HitBid,5870000,15
34677517580081,HitBid,5869900,10
34677783275235,HitBid,5870000,70
34680923239828,HitBid,5870100,100
34681047105488,HitBid,5869300,18
34681072428291,HitBid,5869200,18
34681099477090,HitBid,5869100,18
34681354124826,HitBid,5869100,18
34681354124826,HitBid,5869000,18
34681354124826,HitBid,5868900,18
34681354124826,HitBid,5868800,46
34682366534187,HitBid,5868800,3
34684187014616,HitBid,5868800,300
34684187097075,HitBid,5868800,51
34688322951248,LiftAsk,5869200,100
34688323030128,LiftAsk,5869200,7
34688323030128,LiftAsk,5869200,49
34690375827825,HitBid,5869300,18
34690375914609,HitBid,5869200,8
34690376451124,HitBid,5869000,18
34694051718074,LiftAsk,5868900,1
34695716795656,HitBid,5868100,100
34695716904256,HitBid,5868000,100
34695719021953,HitBid,5867800,100
34702426264749,HitBid,5865400,100
34703612117005,HitBid,5865700,100
34704942594905,HitBid,5865000,7
34706165660458,HitBid,5864200,5
34706165660458,HitBid,5864200,5
34706165660458,HitBid,5864200,5
34706165660458,HitBid,5864200,5
34706165660458,HitBid,5864000,91
34706165731931,HitBid,5864000,9
34706207995241,HitBid,5864200,100
34708968782228,HitBid,5863200,5
34708968782228,HitBid,5863200,5
34709281754210,HitBid,5861200,100
34709281754210,HitBid,5861200,100
34709821267408,HitBid,5861100,100
34709822455167,HitBid,5861100,100
34709885481560,HitBid,5861100,100
34710990159569,HitBid,5861100,100
34711011825402,HitBid,5861100,100
34711240270399,HitBid,5861100,100
34711440457338,LiftAsk,5861500,100
34711450680226,LiftAsk,5861500,25
34711450693787,LiftAsk,5861500,75
34712169393598,HitBid,5861300,5
34712169393598,HitBid,5861300,5
34712169393598,HitBid,5861100,100
34712169787361,HitBid,5861100,100
34712323940787,HitBid,5860300,100
34712412117713,HitBid,5860000,10
34712495804707,HitBid,5860000,100
34712691142238,HitBid,5860000,100
34713271687820,HitBid,5860000,90
34713271687820,HitBid,5860000,10
34713286149886,HitBid,5860000,90
34714282727454,HitBid,5858400,90
34714299548301,LiftAsk,5859400,100
34714788884462,HitBid,5858200,100
34714841540019,HitBid,5857600,200
34714850587023,HitBid,5856700,100
34714853280757,HitBid,5856600,100
34714865484370,HitBid,5856400,100
34716134812411,LiftAsk,5858700,42
34717481932205,HitBid,5857100,68
34717483445170,HitBid,5857100,32
34717563603260,HitBid,5857000,5
34717563750816,LiftAsk,5857000,87
34717702608065,LiftAsk,5856800,100
34726146537194,LiftAsk,5858700,15
34728775508598,HitBid,5857200,50
34729537107153,HitBid,5857200,50
34729537730395,HitBid,5857000,30
34730834921160,LiftAsk,5857500,100
34730835974716,LiftAsk,5857500,100
34730837735349,LiftAsk,5857500,2
34735154993659,LiftAsk,5858600,95
34735156223965,LiftAsk,5858600,5
34735156275374,LiftAsk,5858900,100
34735156357920,LiftAsk,5859200,96
34735156386816,LiftAsk,5859200,4
34735157446156,LiftAsk,5859200,4
34735175743737,LiftAsk,5859400,91
34735177868607,LiftAsk,5859400,9
34736078307303,HitBid,5860200,5
34740578516853,HitBid,5858500,300
34740578615319,HitBid,5858200,300
34740630415435,HitBid,5858200,100
34740857875606,HitBid,5857700,25
34747444113835,LiftAsk,5859200,3
34747446543555,LiftAsk,5859000,43
34748309463589,LiftAsk,5860000,100
34749237294339,HitBid,5859000,25
34749359948270,HitBid,5859100,100
34754258066850,HitBid,5859200,46
34754558379550,HitBid,5859200,54
34755765305374,HitBid,5858300,100
34757279945805,HitBid,5858300,100
34757691593024,HitBid,5858300,100
34761302033139,LiftAsk,5859300,100
34761307129255,LiftAsk,5859500,90
34761309037503,LiftAsk,5859700,100
34762588535498,HitBid,5859500,400
34762692321912,HitBid,5859500,100
34762829160895,LiftAsk,5860000,100
34762830028269,LiftAsk,5860000,100
34764506153936,LiftAsk,5860800,100
34764551001227,LiftAsk,5860900,100
34764984285758,LiftAsk,5862700,100
34765817526624,LiftAsk,5862800,30
34765826813321,LiftAsk,5862900,100
34766427893273,LiftAsk,5863200,100
34766427990211,LiftAsk,5863200,49
34766428038247,LiftAsk,5863200,51
34766428038247,LiftAsk,5863200,100
34766429223692,LiftAsk,5863400,200
34773457078364,LiftAsk,5863900,1
34774481208165,LiftAsk,5863900,38
34775221974246,HitBid,5862900,67
34775222084478,HitBid,5862900,33
34781097181259,HitBid,5862300,100
34781097276645,HitBid,5862300,200
34781719661845,LiftAsk,5862200,100
34781720331106,LiftAsk,5862200,100
34781720711169,LiftAsk,5862200,100
34781721576270,LiftAsk,5862200,41
34784923841211,LiftAsk,5862800,80
34784923913131,LiftAsk,5862800,20
34789005851711,LiftAsk,5862600,100
34799121881469,LiftAsk,5861500,100
34800008591887,LiftAsk,5861900,40
34800008594138,LiftAsk,5861900,60
34800605886684,LiftAsk,5863300,21
34805513824324,HitBid,5861800,100
34808669333343,LiftAsk,5862500,50
34808669333343,LiftAsk,5862500,50
34808669883680,LiftAsk,5862600,100
34814089372575,LiftAsk,5862200,100
34814089595313,HitBid,5862200,96
34814090572358,LiftAsk,5862200,4
34814450638773,HitBid,5861600,400
34814473640916,HitBid,5860900,1
34816854310602,HitBid,5860900,100
34816898050247,LiftAsk,5860900,1
34817078510430,HitBid,5860700,100
34818272481991,LiftAsk,5861200,44
34822712160126,HitBid,5860000,25
34822712160126,HitBid,5860000,100
34824661100047,LiftAsk,5860600,100
34825013781522,LiftAsk,5861200,51
34825013989444,LiftAsk,5861200,49
34825015631836,LiftAsk,5861500,100
34825023549272,LiftAsk,5861500,500
34828882925541,LiftAsk,5862000,14
34828883045329,LiftAsk,5862000,86
34828900812601,LiftAsk,5862500,200
34828901201756,LiftAsk,5862500,40
34830007507725,LiftAsk,5862500,100
34831529560010,LiftAsk,5863800,22
34833013199228,HitBid,5861500,300
34843230960619,HitBid,5859400,1
34847364653359,LiftAsk,5860200,100
34847389314775,LiftAsk,5861000,100
34847407589960,LiftAsk,5861300,100
34847407589960,LiftAsk,5861300,100
34861740349597,LiftAsk,5860300,100
34864146050775,LiftAsk,5861300,30
34864486981226,LiftAsk,5861400,100
34864487072049,LiftAsk,5861400,200
34864487116035,LiftAsk,5861400,70
34865536474684,LiftAsk,5862000,1
34865536556391,LiftAsk,5862000,99
34866587065118,LiftAsk,5862500,100
34869598996866,LiftAsk,5863000,78
34869601896576,LiftAsk,5863400,100
34870144372447,LiftAsk,5863900,61
34870144372447,LiftAsk,5863900,5
34875359993801,HitBid,5863400,300
34885138457868,LiftAsk,5863600,60
34885138531065,LiftAsk,5863600,40
34885139249146,HitBid,5863600,50
34885141498833,LiftAsk,5863600,50
34885143700119,LiftAsk,5863400,50
34885143848564,LiftAsk,5863600,50
34885147443724,HitBid,5863600,50
34885909032372,LiftAsk,5864000,100
34886891926240,LiftAsk,5864200,100
34887301840933,LiftAsk,5864500,20
34887670351727,LiftAsk,5864600,100
34887684662120,LiftAsk,5864800,200
34890627034792,LiftAsk,5864900,100
34890631623301,LiftAsk,5865300,303
34890730666552,LiftAsk,5865300,147
34891134478251,LiftAsk,5865300,50
34891138650221,LiftAsk,5865600,5
34891300432040,LiftAsk,5863800,20
34891300449089,LiftAsk,5863800,180
34891300782902,LiftAsk,5863800,200
34891306796617,LiftAsk,5863800,127
34891306896812,LiftAsk,5863800,2
34891306993475,LiftAsk,5863800,71
34891307498429,LiftAsk,5863800,78
34892029368015,HitBid,5863800,2
34899610187003,HitBid,5863800,1
34899635610833,HitBid,5863800,74
34899734435847,HitBid,5863500,98
34899734533057,HitBid,5863500,2
34899743438685,HitBid,5862700,100
34899743438685,HitBid,5862700,200
34899744029247,HitBid,5862700,100
34899797616866,HitBid,5862000,10
34899797635229,HitBid,5861800,200
34899797665748,HitBid,5861800,100
34899798098988,HitBid,5861400,100
34899798098988,HitBid,5861000,100
34899799818977,HitBid,5860600,88
34899809114925,LiftAsk,5860800,100
34899809437776,LiftAsk,5860800,100
34899810544993,HitBid,5860600,12
34904277086192,LiftAsk,5862300,100
34904650094133,LiftAsk,5862600,42
34907055044492,LiftAsk,5863800,100
34916617579086,HitBid,5862800,9
34916618818265,HitBid,5862700,100
34929269960127,HitBid,5862000,150
34929277809651,HitBid,5861800,100
34934144758429,HitBid,5860500,100
34939487988260,HitBid,5860100,200
34941962471540,HitBid,5860100,100
34953339457119,LiftAsk,5861600,31
34953357943570,LiftAsk,5861600,69
34953357943570,LiftAsk,5861600,100
34953358278854,LiftAsk,5861700,96
34953358371876,LiftAsk,5861700,4
34953358371876,LiftAsk,5861700,21
34953358393538,LiftAsk,5861700,31
34953358629707,LiftAsk,5861700,48
34953359906434,LiftAsk,5861800,100
34953382863068,HitBid,5862900,100
34953383182589,HitBid,5862900,39
34955991613155,LiftAsk,5863600,100
34955991613155,LiftAsk,5863600,100
34957745807512,LiftAsk,5863400,100
34957807453740,LiftAsk,5863500,18
34957807453740,LiftAsk,5863600,18
34957807453740,LiftAsk,5863700,100
34957807453740,LiftAsk,5863700,18
34957986989202,HitBid,5864100,200
34957987316155,HitBid,5864100,178
34958224529387,LiftAsk,5864300,100
34959171721337,HitBid,5863600,109
34959171821963,HitBid,5863600,5
34959371790484,HitBid,5863500,5
34966770279632,HitBid,5863200,154
34966771263755,HitBid,5863200,46
34972562378853,HitBid,5862500,100
34972562667994,HitBid,5862500,60
34973458011415,HitBid,5862200,50
34979585533348,LiftAsk,5863700,100
34980533942743,HitBid,5862700,75
34980533942743,HitBid,5862700,100
34980533942743,HitBid,5862700,100
34986713104889,LiftAsk,5864400,30
34986713104889,LiftAsk,5864500,1
34986939571912,LiftAsk,5864700,100
34987465452821,LiftAsk,5865000,60
34987465452821,LiftAsk,5865000,60
34987465452821,LiftAsk,5865000,50
34987983730737,LiftAsk,5865000,100
34988018540138,LiftAsk,5865000,100
34989141803637,LiftAsk,5865500,1
34990775220284,LiftAsk,5865300,100
34990776986092,LiftAsk,5865500,99
34990779802846,LiftAsk,5865700,21
34990779802846,LiftAsk,5865700,100
34990925230581,LiftAsk,5866300,2
34990926889586,LiftAsk,5866500,5
34991750330065,HitBid,5865800,42
34993462257927,LiftAsk,5866400,2
34999775469626,LiftAsk,5865500,100
34999775780627,LiftAsk,5865500,100
34999776101941,LiftAsk,5865500,100
34999776409362,LiftAsk,5865500,100
34999776719966,LiftAsk,5865500,100
34999777019825,LiftAsk,5865500,100
34999777326825,LiftAsk,5865500,100
34999777605394,LiftAsk,5865500,50
35001651183023,LiftAsk,5864200,100
35001884000676,HitBid,5864200,100
35007181689573,HitBid,5863400,71
35007181814032,HitBid,5863400,14
35007182259490,HitBid,5863400,15
35007182259490,HitBid,5863400,85
35007182265723,HitBid,5863400,15
35007182797019,HitBid,5863300,99
35007187575938,HitBid,5863300,1
35010915809195,HitBid,5862100,18
35016631652815,HitBid,5860900,100
35016631652815,HitBid,5860900,100
35021500452148,HitBid,5862400,125
35023453586094,LiftAsk,5862000,47
35025434556824,LiftAsk,5863000,100
35025435317429,LiftAsk,5863100,100
35030989617288,LiftAsk,5862500,100
35030990149849,LiftAsk,5862500,100
35035365517029,LiftAsk,5864100,133
35035588277185,LiftAsk,5865300,100
35035595938799,LiftAsk,5865500,50
35035595938799,LiftAsk,5865500,100
35037651257946,LiftAsk,5864100,100
35041590618050,LiftAsk,5864100,100
35041692396537,LiftAsk,5864700,18
35041692396537,LiftAsk,5864800,18
35041692396537,LiftAsk,5864900,132
35044370629621,LiftAsk,5864500,100
35045652273774,HitBid,5863800,78
35045654055092,HitBid,5863700,100
35045654055092,HitBid,5863700,100
35045654055092,HitBid,5863700,100
35045654248195,HitBid,5863600,100
35045654248195,HitBid,5863600,26
35045654251460,HitBid,5863600,74
35045654367222,HitBid,5863500,100
35045654367222,HitBid,5863500,100
35045654755203,HitBid,5863300,100
35045655825422,HitBid,5863500,100
35045821430069,HitBid,5863100,18
35045821430069,HitBid,5863000,2
35045821430069,HitBid,5862900,80
35046235982211,HitBid,5862900,20
35046235982211,HitBid,5862900,180
35046236113897,HitBid,5862900,120
35047063571722,HitBid,5863800,100
35053187741773,LiftAsk,5864500,18
35053999875616,LiftAsk,5864700,18
35053999875616,LiftAsk,5864800,18
35053999875616,LiftAsk,5864900,168
35053999875616,LiftAsk,5864900,96
35054015905011,LiftAsk,5864900,4
35054015905011,LiftAsk,5864900,96
35054015913402,LiftAsk,5864900,4
35054645729518,LiftAsk,5865000,488
35054660287114,LiftAsk,5865000,12
35054660482815,LiftAsk,5865200,100
35057717137530,LiftAsk,5865000,4
35069683171477,HitBid,5863300,16
35069683241337,HitBid,5863300,84
35069959874271,HitBid,5863000,18
35069959948791,HitBid,5862900,18
35069960020061,HitBid,5862800,18
35069960674606,HitBid,5862700,18
35069960770895,HitBid,5862700,32
35072063038110,LiftAsk,5864200,200
35072079798575,LiftAsk,5864700,100
35072131773398,LiftAsk,5865500,12
35073141551277,LiftAsk,5865400,18
35075811439051,LiftAsk,5865000,100
35075811656104,LiftAsk,5865000,100
35075812280858,LiftAsk,5865000,100
35075813276627,LiftAsk,5865000,100
35075828825434,LiftAsk,5865000,100
35075829155095,LiftAsk,5865000,100
35075830402658,LiftAsk,5865000,99
35075838496004,LiftAsk,5865500,33
35075839401719,LiftAsk,5865500,55
35075839401719,LiftAsk,5865500,45
35075839746610,LiftAsk,5865500,55
35075839746610,LiftAsk,5865500,100
35075840070255,LiftAsk,5865500,100
35075841884346,LiftAsk,5865500,100
35075844537608,LiftAsk,5865500,100
35076076731231,LiftAsk,5865400,28
35076076731231,LiftAsk,5865500,72
35076120772495,LiftAsk,5865500,28
35076120772495,LiftAsk,5865500,72
35076205081171,LiftAsk,5865500,28
35076205081171,LiftAsk,5865500,69
35076205170276,HitBid,5865500,3
35076292433875,HitBid,5865500,30
35076445044412,HitBid,5865500,40
35076452198781,HitBid,5865500,15
35076452266738,HitBid,5865500,15
35076507092154,LiftAsk,5865900,18
35076507092154,LiftAsk,5866700,100
35076507092154,LiftAsk,5866700,100
35076507180465,HitBid,5866700,573
35080963181280,HitBid,5865600,200
35080964114286,LiftAsk,5865200,100
35081350818913,LiftAsk,5865100,100
35090311179199,LiftAsk,5865900,18
35090311179199,LiftAsk,5866000,18
35090311179199,LiftAsk,5866100,18
35090311179199,LiftAsk,5866200,85
35090311179199,LiftAsk,5866200,16
35090311179199,LiftAsk,5866300,100
35090317586814,LiftAsk,5866600,100
35090317586814,LiftAsk,5866600,100
35096652500114,LiftAsk,5866600,5
35096652500114,LiftAsk,5866900,60
35097028120222,LiftAsk,5867100,21
35098998102505,LiftAsk,5867500,1
35098998102505,LiftAsk,5867500,100
35099004967726,LiftAsk,5867800,100
35099004967726,LiftAsk,5867800,100
35099005207326,LiftAsk,5867900,100
35099005207326,LiftAsk,5867900,100
35099005451464,LiftAsk,5868400,60
35099843567619,LiftAsk,5868200,200
35099870793693,LiftAsk,5868600,40
35101245711386,LiftAsk,5868800,100
35101245931042,HitBid,5868800,1
35101675408942,LiftAsk,5869300,100
35101765132424,LiftAsk,5869000,1
35102470541470,LiftAsk,5869000,20
35106884362839,LiftAsk,5869000,10
35106892259635,LiftAsk,5869000,69
35109465121597,HitBid,5867300,100
35109465121597,HitBid,5867200,15
35109465255106,HitBid,5867200,85
35109465255106,HitBid,5867200,15
35109465269346,HitBid,5867200,40
35109465385081,HitBid,5867200,203
35109465508184,HitBid,5867200,42
35109465508184,HitBid,5867000,58
35109470680107,HitBid,5867000,42
35110031541247,LiftAsk,5866900,50
35110552494791,LiftAsk,5866700,50
35115875452141,HitBid,5866800,49
35115875574242,HitBid,5866800,51
35115875574242,HitBid,5866700,49
35115875576818,HitBid,5866700,58
35119414051494,HitBid,5867000,9
35119414051494,HitBid,5867000,100
35119422546636,HitBid,5866900,16
35119424190441,HitBid,5866900,35
35120572828976,HitBid,5866900,50
35121480450149,LiftAsk,5868400,1
35121480450149,LiftAsk,5868400,100
35121495040476,LiftAsk,5868700,100
35121496102466,LiftAsk,5869000,3
35130308664906,HitBid,5867200,76
35130315999469,HitBid,5867200,24
35130316336858,HitBid,5866900,99
35131600897716,HitBid,5866700,200
35131601224621,HitBid,5866700,4
35135427402677,LiftAsk,5866600,1
35135431637272,LiftAsk,5866600,99
35135431637272,LiftAsk,5866600,1
35135433961023,LiftAsk,5866600,99
35135433961023,LiftAsk,5866600,1
35135444188602,LiftAsk,5866600,99
35135444188602,LiftAsk,5866600,1
35135496557347,LiftAsk,5866600,99
35135496557347,LiftAsk,5866600,1
35135899483164,LiftAsk,5866600,99
35135899483164,LiftAsk,5866600,1
35136242406448,LiftAsk,5866600,99
35136242406448,LiftAsk,5866600,100
35136286742516,LiftAsk,5866600,100
35136299927615,LiftAsk,5866600,100
35136300901144,LiftAsk,5866600,99
35136300993299,LiftAsk,5866600,1
35136400055931,LiftAsk,5866600,100
35136534305727,HitBid,5865800,35
35136704694485,LiftAsk,5866600,100
35140159040022,LiftAsk,5866600,100
35140161377578,LiftAsk,5866600,100
35140163670074,LiftAsk,5866600,100
35140164033076,LiftAsk,5866600,100
35140164501662,LiftAsk,5866600,22
35140164566111,LiftAsk,5866600,78
35140164949626,LiftAsk,5866600,100
35140166965145,LiftAsk,5866600,100
35140170056498,LiftAsk,5866600,100
35140170453767,LiftAsk,5866600,44
35140773193694,LiftAsk,5867600,100
35140784136962,LiftAsk,5868200,50
35141849327958,HitBid,5867400,50
35144632320579,LiftAsk,5868100,73
35144632747183,LiftAsk,5868200,100
35144648663507,LiftAsk,5868400,39
35144664576213,LiftAsk,5869000,100
35144669618419,LiftAsk,5869100,100
35144669618419,LiftAsk,5869100,5
35144669618419,LiftAsk,5869100,293
35144669831196,LiftAsk,5869100,99
35144676797870,LiftAsk,5869100,67
35144681543362,LiftAsk,5869100,41
35145298366239,HitBid,5867600,100
35146510359009,LiftAsk,5868000,20
35148012779668,HitBid,5866000,5
35148012878162,HitBid,5866000,95
35148037090956,HitBid,5865400,100
35148037090956,HitBid,5865300,100
35148037090956,HitBid,5864900,15
35148038842666,LiftAsk,5866000,223
35148039072166,HitBid,5864900,5
35148039072166,HitBid,5864900,13
35148040281176,HitBid,5864900,5
35148040281176,HitBid,5864900,18
35151953190479,HitBid,5863500,100
35151953190479,HitBid,5863500,75
35151954543137,HitBid,5863500,25
35151963318399,HitBid,5862500,100
35152493416758,HitBid,5863200,100
35153237490244,LiftAsk,5865100,100
35157013190124,HitBid,5864900,99
35161138350506,HitBid,5863200,100
35161151485438,HitBid,5863100,100
35161151485438,HitBid,5863100,100
35161168790433,HitBid,5862900,100
35161169724139,LiftAsk,5862900,100
35161170169919,HitBid,5862800,18
35161170169919,HitBid,5862800,100
35161170169919,HitBid,5862700,82
35161190420111,HitBid,5862000,18
35161193660956,HitBid,5861900,18
35161194757559,HitBid,5861800,18
35161248671947,HitBid,5862000,18
35161252272635,HitBid,5861900,4
35161252800661,LiftAsk,5862400,100
35161254190253,HitBid,5862000,6
35161315704609,HitBid,5861800,100
35161317831196,HitBid,5861700,88
35161318110211,HitBid,5861700,12
35161318110211,HitBid,5861700,18
35161674501208,HitBid,5862400,84
35161674576776,HitBid,5862400,16
35162144045471,HitBid,5861600,8
35162158142028,HitBid,5861300,200
35163828362719,LiftAsk,5862500,1
35163828362719,LiftAsk,5862500,199
35163828485905,LiftAsk,5862500,200
35163828489558,LiftAsk,5862500,200
35163828507016,LiftAsk,5862500,100
35163828589687,LiftAsk,5862500,301
35163830723295,LiftAsk,5862900,200
35163840091582,LiftAsk,5862800,200
35163840173591,LiftAsk,5862800,800
35168832514723,LiftAsk,5864500,76
35168832636318,LiftAsk,5864500,24
35168832636318,LiftAsk,5864500,49
35177380134289,HitBid,5863100,100
35180445106309,HitBid,5861800,100
35181307097299,LiftAsk,5863100,75
35181307097299,LiftAsk,5863300,100
35181307097299,LiftAsk,5863300,25
35181310047803,LiftAsk,5863300,75
35184729327371,LiftAsk,5863100,50
35186307258603,LiftAsk,5863700,100
35186310258381,LiftAsk,5864800,100
35186312737381,LiftAsk,5864900,100
35187754335518,HitBid,5864100,100
35205251539808,HitBid,5861900,1
35205260297483,HitBid,5861300,100
35205265483304,HitBid,5861300,100
35210883720045,HitBid,5861100,100
35210883846054,HitBid,5861000,25
35212338724588,HitBid,5861000,22
35219099476037,HitBid,5861000,100
35219099476037,HitBid,5861000,100
35220556145023,HitBid,5861800,100
35226158691653,LiftAsk,5861900,11
35227182147160,LiftAsk,5862100,100
35235064074096,LiftAsk,5862700,100
35242948816109,LiftAsk,5862300,100
35242949581531,LiftAsk,5862300,100
35252051730828,LiftAsk,5863000,100
35252053043555,LiftAsk,5863000,100
35255839753017,LiftAsk,5863700,100
35255840964180,LiftAsk,5863700,100
35255841019027,LiftAsk,5863700,100
35274145698012,HitBid,5862600,100
35274145935626,HitBid,5862600,100
35278946012435,HitBid,5862100,1
35280322487784,HitBid,5862000,800
35280335020668,HitBid,5862000,100
35280338915213,HitBid,5862000,100
35280338915213,HitBid,5862000,10
35280338915213,HitBid,5862000,100
35281105637073,HitBid,5861600,124
35286529281071,HitBid,5861600,76
35286529360525,HitBid,5861500,2
35286530043279,HitBid,5861500,100
35286972980728,HitBid,5861000,10
35286972980728,HitBid,5861000,490
35286986533481,HitBid,5861000,100
35287420109967,HitBid,5861000,1
35287614586086,HitBid,5861000,200
35287655211641,HitBid,5861000,209
35288047649733,HitBid,5860400,100
35288652639484,HitBid,5860000,20
35288652639484,HitBid,5860000,10
35288652639484,HitBid,5860000,86
35291738690248,LiftAsk,5861800,50
35291743493766,LiftAsk,5861600,50
35306199151802,LiftAsk,5863100,100
35306234209759,LiftAsk,5863100,6
35310801101916,LiftAsk,5863100,94
35320186308226,LiftAsk,5863800,100
35320186308226,LiftAsk,5863800,100
35320188793177,LiftAsk,5863800,100
35320192105062,LiftAsk,5864100,100
35320194821203,LiftAsk,5864300,200
35321591791577,LiftAsk,5864400,100
35321591791577,LiftAsk,5864400,100
35327186150864,LiftAsk,5864400,31
35327186150864,LiftAsk,5864600,69
35327899646534,LiftAsk,5864600,31
35331056910910,LiftAsk,5866100,100
35332781637890,HitBid,5865100,1
35334436488043,LiftAsk,5866100,100
35345936315515,HitBid,5865200,100
35345940554992,HitBid,5865000,100
35350433982880,HitBid,5862100,2
35350433982880,HitBid,5862100,100
35350433982880,HitBid,5862000,18
35350958007052,HitBid,5862500,100
35360352165552,LiftAsk,5862600,100
35366954902695,HitBid,5862000,1
35366955146731,HitBid,5861900,10
35370270711494,LiftAsk,5861900,100
35370273314810,HitBid,5861800,1
35376413066628,LiftAsk,5862900,1
35376413197499,LiftAsk,5863000,1
35376413197499,LiftAsk,5863000,100
35376413197499,LiftAsk,5863000,98
35376413311200,LiftAsk,5863000,2
35381703810477,LiftAsk,5863200,100
35381703810477,LiftAsk,5863200,100
35381703810477,LiftAsk,5863200,100
35381790780378,HitBid,5862000,100
35392723615088,HitBid,5861800,100
35392723711949,HitBid,5861800,2
35392723747499,HitBid,5861800,200
35392723816365,HitBid,5861800,98
35393097319357,HitBid,5860500,51
35393225966647,HitBid,5860500,100
35393500523063,HitBid,5860500,63
35393513989757,HitBid,5860400,100
35393513989757,HitBid,5860400,20
35393514260672,HitBid,5860300,100
35393617022581,HitBid,5860000,9
35393617022581,HitBid,5860000,10
35393617022581,HitBid,5860000,881
35393617100127,HitBid,5860000,181
35393622257110,HitBid,5860000,260
35393686080867,HitBid,5860000,714
35393687313767,HitBid,5860000,200
35393690313718,HitBid,5860000,400
35393690409295,HitBid,5860000,200
35393690475962,HitBid,5860000,50
35393692916013,HitBid,5860000,114
35393692916013,HitBid,5860000,86
35393692986233,HitBid,5860000,14
35393692986233,HitBid,5860000,36
35393705461230,HitBid,5860000,48
35393720587273,HitBid,5860000,100
35393724907843,HitBid,5860000,16
35393724907843,HitBid,5860000,234
35393724907843,HitBid,5860000,100
35393725559061,HitBid,5859900,200
35393853285333,HitBid,5858900,100
35393855664004,HitBid,5858500,100
35393855664004,HitBid,5858500,100
35393881947529,HitBid,5858500,25
35393970107307,HitBid,5857600,100
