time,bid_price,ask_price
34431853959760,5862900,5867300
34432012320736,5866100,5867300
34432315563265,5866100,5868600
34432315656893,5866200,5868600
34432315789950,5866200,5867300
34432400652270,5866200,5868600
34432400731355,5866400,5868600
34432756282226,5866300,5868600
34432756366037,5866100,5868600
34433188527278,5866100,5866700
34434876615651,5866100,5868300
34434876696571,5866400,5868300
34434876721996,5866400,5868200
34435224281105,5866100,5868200
34435224363415,5866100,5868300
34435936884363,5866100,5868200
34436049706928,5866100,5868300
34436049784832,5866200,5868300
34436049873196,5866300,5868300
34436399403843,5866100,5868300
34436541813199,5866800,5868300
34436557553685,5867300,5868300
34436838827500,5866500,5868300
34436839249999,5867300,5868300
34437258014938,5867600,5868300
34437258433757,5867800,5868300
34437258526526,5867700,5868300
34437258626135,5867600,5868300
34437258723616,5867800,5868300
34437258822552,5867900,5868300
34437259031768,5867800,5868300
34437259110321,5867900,5868300
34437259207379,5868000,5868300
34437259626493,5868100,5868300
34437259719572,5868000,5868300
34437259953604,5868100,5868300
34437468499076,5867700,5868300
34437468591594,5867300,5868300
34437472669479,5867700,5868300
34437907429733,5867700,5868200
34438317675359,5867700,5868100
34438320552179,5867600,5868100
34438320676112,5867200,5868100
34438321432113,5867200,5868200
34438321518644,5867300,5868200
34438321666958,5867300,5868100
34438321749178,5867200,5868100
34438324416140,5867200,5868000
34438366432540,5867200,5868600
34438366527880,5867300,5868600
34438366580403,5867400,5868600
34438375730501,5867700,5868600
34438718396708,5867400,5868600
34439276459551,5867500,5868600
34439601142984,5867500,5869500
34439601225036,5867800,5869500
34440445803627,5867700,5869500
34440446149023,5867800,5869500
34440460414455,5867800,5869800
34440460503873,5868200,5869800
34440460599081,5868300,5869800
34440461305716,5868300,5869900
34440461389602,5868200,5869900
34440470760238,5868200,5870000
34440811287154,5867900,5870000
34440811371019,5867800,5870000
34440811413819,5867500,5870000
34440813081581,5867900,5870000
34441066288805,5869200,5870000
34441433266941,5869200,5870400
34441457173331,5868000,5870400
34441457265268,5868100,5870400
34441457873494,5869400,5870400
34441520645441,5869400,5870900
34441522189931,5868400,5870900
34441522285790,5868500,5870900
34441522752790,5868700,5870900
34441522934947,5870400,5870900
34441524003543,5868800,5870900
34441524100359,5868500,5870900
34441524108660,5868900,5870900
34441574033292,5869200,5870900
34441639834160,5869200,5870800
34441640526174,5869200,5870900
34441692719548,5869200,5870700
34441692865248,5867700,5870700
34441692988438,5869000,5870700
34441693520572,5869000,5870900
34441694263623,5868700,5870900
34441714743409,5868700,5870700
34441714953313,5868500,5870700
34441715461993,5868500,5870900
34441715543352,5869000,5870900
34441716232954,5868700,5870900
34441731741165,5869000,5870900
34441732427139,5868800,5870900
34441747723617,5868800,5870800
34441747821006,5868600,5870800
34441748591413,5868600,5870900
34441748667471,5869000,5870900
34441749335947,5868800,5870900
34441750327845,5869100,5870900
34441784744238,5869100,5870800
34441785599130,5869100,5870900
34441817841889,5869100,5870800
34441818540932,5869100,5870900
34441877132420,5870200,5870900
34441877224691,5870600,5870900
34441877228669,5870200,5870900
34441877367643,5867700,5870900
34441877548311,5867800,5870900
34441988748761,5867500,5870900
34442000083033,5867800,5870900
34442136701698,5868200,5870900
34442360234073,5868200,5871300
34442360316885,5868300,5871300
34442360398566,5868500,5871300
34442377816454,5868500,5871000
34442378529964,5868500,5871300
34442437789203,5868500,5871000
34442438645107,5868500,5871300
34442474995651,5868300,5871300
34442490784957,5868300,5871200
34442519866343,5868300,5870900
34442520569337,5868300,5871300
34442521246037,5868300,5871200
34442549809406,5868300,5870900
34442550415640,5868300,5871300
34442653822744,5868300,5870900
34442655113852,5868300,5871300
34442682943333,5868300,5870900
34442710108656,5867500,5870900
34442785436594,5867800,5870900
34442820008367,5868100,5870900
34442821331168,5868100,5871300
34442826834918,5868400,5871300
34442860305242,5868400,5871000
34442890998661,5868400,5870900
34443423131775,5868500,5870900
34443423202230,5868600,5870900
34443423418036,5868600,5871300
34443425665051,5868600,5871200
34443426126093,5868600,5871300
34443427818015,5868600,5871200
34443428380355,5868600,5871300
34443564147084,5868600,5870900
34443564277120,5867500,5870900
34443564922986,5867500,5871300
34443579660238,5867800,5871300
34443603246648,5868100,5871300
34443603795864,5868100,5871000
34443604552381,5868100,5871300
34443667881235,5868100,5871000
34443668601382,5868100,5871300
34443727854627,5868100,5871000
34443727958467,5867500,5871000
34443728584830,5867500,5871300
34443758840064,5867500,5871000
34443760113903,5867500,5871300
34443788810530,5867500,5870900
34444025676500,5867800,5870900
34444134934713,5867800,5871300
34444139117664,5867900,5871300
34444139172399,5868100,5871300
34444143313375,5868200,5871300
34444143357497,5868400,5871300
34444144867444,5868500,5871300
34444146306226,5868500,5872200
34444146382608,5868600,5872200
34444146386672,5868700,5872200
34444146411210,5871700,5872200
34444990067614,5871700,5872500
34445496693578,5871700,5872700
34445530534011,5872500,5872700
34445531025001,5872500,5872800
34445531104805,5872600,5872800
34445531225483,5872600,5874100
34445891540785,5872500,5874100
34447704340375,5872500,5874300
34447704426725,5872600,5874300
34447704486458,5872800,5874300
34447832207845,5872800,5873800
34447832323554,5872600,5873800
34447886117408,5872600,5874300
34447942153603,5872600,5874200
34447981627004,5872600,5874300
34447983269326,5872600,5874200
34447984899680,5872600,5874300
34447985402468,5874100,5874300
34447985511124,5872600,5874300
34447986529396,5872600,5874200
34448050286313,5872500,5874200
34448359667317,5872500,5873500
34448756168052,5872500,5874200
34448756270760,5872700,5874200
34448756352775,5872700,5874000
34448907946569,5872700,5874200
34448976898587,5872700,5874100
34449110281351,5872500,5874100
34449110368969,5872500,5874200
34449399787880,5872500,5874300
34449619004437,5872500,5874200
34449830986215,5872500,5874100
34450022592699,5872500,5874200
34450022681771,5872500,5874300
34450032702393,5872500,5874000
34450224579731,5872500,5874300
34450233893270,5872500,5873900
34450244328145,5872500,5873800
34450426715777,5872500,5874000
34450436224684,5872500,5873800
34450606913233,5871100,5873800
34450607183786,5872500,5873800
34450607403716,5871100,5873800
34450607636036,5872500,5873800
34450608445600,5871100,5873800
34450612289282,5870500,5873800
34450612942137,5871000,5873800
34450636991155,5871000,5873700
34450657644127,5871300,5873700
34450817613460,5871200,5873700
34450817619005,5871100,5873700
34450817619807,5871000,5873700
34450817644270,5870500,5873700
34450951293501,5870800,5873700
34451015184260,5872200,5873700
34451275681152,5872200,5874000
34451275776208,5872300,5874000
34451276696731,5872300,5874300
34451276781089,5872400,5874300
34451625388938,5872300,5874300
34451625396559,5872200,5874300
34451779042768,5872500,5874300
34452135790549,5872400,5874300
34452135809645,5872200,5874300
34452221847050,5872200,5874800
34452221941306,5872700,5874800
34452573285291,5872200,5874800
34452804965101,5872500,5874800
34453204226025,5872500,5873800
34453204358331,5872400,5873800
34453204361540,5872300,5873800
34453204363174,5872200,5873800
34453209912744,5872200,5874800
34453209985174,5872300,5874800
34453346585540,5872300,5873600
34453571285352,5872200,5873600
34453610105532,5872400,5873600
34454470174846,5872400,5874800
34454470253355,5872700,5874800
34454470285138,5872700,5874700
34454603333430,5873000,5874700
34454603480826,5873000,5874800
34454609438011,5873000,5874500
34454831428206,5872900,5874500
34454831438998,5872900,5874800
34454831444518,5872200,5874800
34454979990213,5872500,5874800
34455209907514,5872200,5874800
34455524203022,5872900,5874800
34455612324998,5872900,5874500
34456377507797,5872900,5873300
34456557221823,5872900,5874800
34456557298658,5873000,5874800
34456557328044,5873000,5874700
34456595275740,5873000,5874800
34456595350180,5873300,5874800
34456679041337,5873300,5874900
34456679130871,5873600,5874900
34456725108380,5873600,5875000
34456725181914,5873700,5875000
34457084235545,5872900,5875000
34457352661301,5872900,5875700
34457352772749,5873000,5875700
34457352818997,5873200,5875700
34457352987910,5875000,5875700
34457455506232,5875000,5875900
34457469411446,5875000,5875800
34457551110260,5875000,5875900
34457551190528,5875100,5875900
34457551889618,5875100,5876500
34457552469181,5875100,5876400
34457560971187,5875100,5876300
34457618275830,5875100,5876400
34457618359879,5875200,5876400
34457618509398,5875200,5876300
34457662443898,5875200,5876500
34457665154715,5875200,5876400
34457740999010,5875200,5876500
34457741077013,5875300,5876500
34458087287032,5875000,5876500
34458127370828,5875000,5877100
34458127457788,5875200,5877100
34458382832900,5875400,5877100
34458759088556,5875400,5877200
34458763191426,5875400,5877500
34458763265278,5875700,5877500
34458767770266,5875700,5877700
34458767844444,5875800,5877700
34458917223026,5875900,5877700
34459001059977,5875900,5877500
34459123373167,5875000,5877500
34459531198980,5875000,5877700
34459534217667,5875000,5877600
34459783888432,5875300,5877600
34460118737511,5875300,5877700
34460118825845,5876400,5877700
34460118879028,5876400,5878000
34460468280809,5875000,5878000
34460795981818,5875300,5878000
34461048719966,5875200,5878000
34461048740606,5875000,5878000
34461261267292,5875300,5878000
34461374687805,5875200,5878000
34461374688639,5875100,5878000
34461374694493,5875000,5878000
34461891780715,5875300,5878000
34462047679046,5875300,5877700
34462047790920,5875000,5877700
34462793516154,5875000,5878000
34462936367141,5875000,5877800
34463347066848,5875000,5878000
34463367878416,5875000,5877800
34463876636811,5875000,5877700
34464251121141,5875000,5877400
34464657414212,5875000,5877700
34465142677288,5875000,5877600
34465210257747,5875000,5877300
34465865770159,5875000,5877600
34466473847837,5875000,5877700
34466800590582,5875000,5877400
34467367379682,5875000,5877700
34467370080000,5875000,5876700
34467555250001,5875000,5875600
34468128591401,5875000,5875500
34468844470423,5875000,5875100
34469926701869,5872800,5875100
34470378295269,5872800,5874900
34471494233395,5872800,5874600
34472175152008,5872800,5874300
34472285985333,5872800,5874600
34472291312515,5872800,5874500
34472368248945,5872100,5872200
34472368922080,5870500,5872200
34472369022521,5870700,5872200
34474412701831,5870500,5872200
34475369923197,5870500,5874500
34475655753588,5870500,5874200
34475818986106,5870500,5872200
34476356780597,5870500,5873000
34476356882761,5870600,5873000
34476356890547,5870600,5872900
34476400132559,5870600,5873000
34476400207066,5870900,5873000
34476400415340,5870900,5874500
34476400511640,5871000,5874500
34476410584783,5871000,5874600
34476410664091,5871500,5874600
34476595726581,5871600,5874600
34476595769459,5871800,5874600
34476767407278,5870500,5874600
34477789202226,5870600,5874600
34477789243667,5870800,5874600
34477810584091,5870800,5874900
34477810668806,5870900,5874900
34477810673576,5871000,5874900
34477810725501,5871100,5874900
34477840452739,5871100,5875400
34477840532759,5871200,5875400
34477841050750,5871200,5876300
34477841745150,5871200,5876100
34477862737190,5871200,5876300
34477862739623,5871200,5876200
34477877668209,5871200,5876300
34477877748860,5871400,5876300
34478241278025,5871300,5876300
34478241401870,5871200,5876300
34478241407164,5870500,5876300
34478457291765,5870800,5876300
34478856622309,5871000,5876300
34478862160368,5871300,5876300
34479303447899,5871500,5876300
34480444048930,5871800,5876300
34481247160658,5871800,5876100
34481247289279,5871700,5876100
34481247310617,5871500,5876100
34481449461060,5871800,5876100
34481669729284,5871700,5876100
34481669732782,5871500,5876100
34481977721707,5871600,5876100
34481986084589,5871700,5876100
34481999200469,5871600,5876100
34482012981835,5871900,5876100
34482300371224,5872100,5876100
34482629143723,5871500,5876100
34483679808127,5871600,5876100
34483968459415,5871600,5875700
34483968551400,5871500,5875700
34484059706909,5871500,5875600
34484461899254,5872100,5875600
34484752228970,5871500,5875600
34484752467993,5872100,5875600
34484782234331,5871500,5875600
34484782609891,5872100,5875600
34484811613241,5871500,5875600
34484811856622,5872100,5875600
34484838486686,5872100,5875000
34484844559554,5871500,5875000
34484844778269,5872100,5875000
34485038180158,5871500,5875000
34485038425474,5872100,5875000
34485053907084,5871500,5875000
34485054162599,5872100,5875000
34486521235084,5872100,5873700
34486551720290,5872100,5873600
34486552425356,5872100,5875000
34486553069513,5872100,5873700
34486583699281,5872100,5873600
34486584385434,5872100,5875000
34486585037547,5872100,5873700
34486613688548,5872100,5873600
34486956184920,5871500,5873600
34487511507090,5871500,5873000
34489336754218,5871500,5871900
34489337268509,5871500,5873000
34489337352901,5871800,5873000
34489337482773,5871500,5873000
34489338438102,5870500,5873000
34490349502450,5870500,5871100
34490349605843,5870500,5873000
34490349681278,5870800,5873000
34490653970845,5870800,5871500
34490654071002,5870800,5873000
34490698284189,5870500,5873000
34491352095871,5870600,5873000
34491352149493,5870700,5873000
34491357625434,5870700,5874500
34491357703651,5870800,5874500
34491357753194,5871000,5874500
34491359761524,5871000,5874400
34491363566959,5871500,5874400
34491367699704,5871500,5875000
34491368362353,5871500,5874500
34491369177277,5871500,5875000
34491404706294,5871500,5873000
34491404802848,5871500,5875000
34491527411518,5871500,5874700
34491541663858,5871500,5875000
34491584474884,5871500,5873200
34491591305680,5871500,5875000
34491669097464,5872100,5875000
34491725397497,5872100,5873300
34491725496113,5872100,5875000
34491785661692,5872200,5875000
34492964659956,5872100,5875000
34492983070197,5872100,5872500
34492983172360,5872100,5875000
34492983250905,5872200,5875000
34493339282667,5872100,5875000
34495024324323,5871500,5875000
34495024413391,5871500,5874700
34495187282305,5871500,5875000
34495242603186,5871500,5874700
34496913147107,5871500,5875000
34496950013914,5871500,5874500
34497247107606,5871500,5875000
34497291025032,5871500,5874700
34499078709850,5871500,5875000
34499093680243,5871500,5874700
34499355449481,5871500,5875000
34499556231960,5871500,5874600
34499632061222,5871500,5874500
34500624425242,5871500,5874000
34501146523803,5871500,5874500
34501424719823,5871500,5873900
34502089448146,5870500,5873900
34502089537598,5870500,5873800
34502312698583,5870600,5873800
34502448289419,5870600,5873900
34503309774043,5870600,5874000
34503520531256,5872000,5874000
34503650943060,5870600,5874000
34503651019428,5870600,5873600
34503996668795,5870600,5874000
34505091981491,5870600,5873900
34505618192403,5870900,5873900
34505827379643,5870900,5873800
34505830598672,5870900,5874600
34505831240399,5870900,5874000
34505832532237,5870900,5873800
34505912954013,5870600,5873800
34506070328803,5870600,5872400
34506462895168,5870500,5872400
34506462967489,5870500,5872000
34506463071745,5870500,5871700
34506463149871,5870600,5871700
34506463254475,5870600,5871800
34506482015861,5870500,5871800
34506482091318,5870500,5871700
34506840417851,5870500,5872400
34506853608017,5870500,5872200
34507960179124,5870500,5871700
34507960322245,5869200,5871700
34507960395709,5869200,5871600
34507960408667,5869200,5871300
34508738544052,5869200,5872600
34508766838800,5869200,5872200
34508766940282,5869200,5870700
34508767376844,5868600,5870700
34508767478007,5868600,5870100
34508769500158,5868600,5870500
34508781169140,5868500,5870500
34508781248612,5868500,5870300
34508781359585,5868500,5869800
34508781666623,5868000,5869800
34508781778724,5868000,5869300
34508783537663,5868000,5870300
34508783609173,5868500,5870300
34508784611721,5868000,5870300
34508784702327,5868000,5870200
34508942033607,5868000,5869400
34509477299673,5868000,5870100
34510591795446,5868000,5872000
34511174820057,5868000,5869800
34511994034085,5868000,5869700
34514386123910,5868100,5869700
34515361220083,5868000,5869700
34515652248779,5868200,5869700
34515825079912,5869000,5869700
34516614146843,5868200,5869700
34516614221165,5868200,5869400
34516614362146,5868200,5869300
34516975123484,5868200,5869700
34518509095775,5868200,5869200
34518509240763,5868200,5869100
34519796515160,5868200,5869200
34521581363213,5868300,5869200
34522603958558,5868200,5869200
34522604040997,5868200,5868900
34522604473567,5868100,5868900
34522965285855,5868100,5869200
34525321707087,5868100,5869800
34526512902208,5868000,5869800
34526512995757,5868000,5869100
34526527484970,5868100,5869100
34526547587802,5868000,5869100
34526547670170,5868000,5869000
34526864829975,5868700,5869000
34526864925091,5868000,5869000
34526865005257,5868000,5868900
34526865148331,5866100,5868900
34526865247085,5866200,5868900
34526868954070,5866400,5868900
34526869423080,5866200,5868900
34526870624874,5866300,5868900
34526870914772,5866400,5868900
34526872902873,5866200,5868900
34526873581970,5866300,5868900
34526874530121,5866200,5868900
34527002984707,5866100,5868900
34527219279546,5866100,5869800
34528281107861,5866100,5869000
34528281955200,5866100,5868900
34528457864969,5866100,5869800
34528457877442,5866100,5868700
34528855261737,5866400,5868700
34529261886642,5866700,5868700
34529817540448,5866600,5868700
34529817544708,5866500,5868700
34529817562705,5866100,5868700
34529968221094,5866100,5868600
34530210080755,5865000,5868600
34530323024933,5866400,5868600
34530460629126,5866300,5868600
34530460629529,5866200,5868600
34530460633788,5865000,5868600
34530485198315,5866800,5868600
34530490907778,5867100,5868600
34530746495168,5867000,5868600
34530746501021,5866900,5868600
34530746506997,5866800,5868600
34530976352284,5866800,5868700
34530977978215,5866800,5867800
34530978893815,5866800,5868700
34530980479373,5866800,5867700
34530980578830,5866800,5868700
34531145327981,5865000,5868700
34531145402909,5865000,5868600
34531177249472,5865100,5868600
34531203019590,5865000,5868600
34531357885168,5866700,5868600
34531480862377,5865000,5868600
34531480945135,5865000,5868200
34531834274667,5865000,5868700
34532082567528,5865500,5868700
34533298086217,5866200,5868700
34533702503191,5866300,5868700
34533912907934,5866200,5868700
34535746979685,5866200,5867900
34536797277355,5867100,5867900
34536797390995,5866200,5867900
34536797476538,5866200,5867800
34537150273100,5866200,5867900
34541300833478,5865500,5867900
34542472743362,5866200,5867900
34543070944604,5865500,5867900
34544226320326,5865500,5867700
34545326137783,5865000,5867700
34545326230352,5865000,5867500
34545438905051,5865000,5865300
34545439980836,5865000,5867500
34545678298774,5865000,5867700
34546408768660,5865200,5867700
34546725529434,5865000,5867700
34547348403808,5865000,5867900
34547553760299,5865000,5867400
34547554000049,5865300,5867400
34547935025061,5865200,5867400
34547935028754,5865000,5867400
34548587241925,5865400,5867400
34552014646511,5865400,5865600
34552014755858,5865400,5867400
34552366970465,5866300,5867400
34552734514429,5866300,5868600
34553011228019,5866300,5866900
34553015553213,5865400,5866900
34553015631197,5865400,5866600
34553362281062,5865400,5866900
34555154100690,5865400,5868100
34555163264678,5865400,5866900
34555164925936,5865400,5868100
34555164944466,5865600,5868100
34556611382618,5865500,5868100
34556611458213,5865500,5867200
34556611558598,5865400,5867200
34556649510536,5865000,5867200
34556649582297,5865000,5867000
34556649745256,5865000,5865300
34556649837712,5865000,5867000
34556650041027,5865000,5865300
34556650128777,5865000,5867000
34557001282496,5865000,5867200
34557001367076,5865000,5868100
34557383417584,5865000,5867800
34558204112810,5864200,5867800
34558204186680,5864200,5866800
34558216109947,5863900,5866800
34558216768662,5864000,5866800
34558356300491,5863900,5866800
34558385258633,5864100,5866800
34558565283245,5864100,5868100
34558565389044,5863900,5868100
34558619563586,5863900,5868000
34558995284195,5864200,5868000
34559241803045,5864500,5868000
34560393120392,5864600,5868000
34560880343318,5865100,5868000
34561055382357,5865100,5867700
34561067753249,5863900,5867700
34561129531139,5864200,5867700
34561185696547,5864500,5867700
34561185808550,5864500,5868000
34561199320353,5864500,5868700
34561199972067,5864500,5868400
34561210984858,5864500,5868700
34561631902900,5864400,5868700
34561631903711,5863900,5868700
34562527127649,5863900,5867900
34563961053494,5865000,5867900
34564401384225,5865300,5867900
34565263059108,5865600,5867900
34565446558292,5865600,5867600
34565446725640,5865000,5867600
34565667769173,5865000,5867900
34566197001282,5865300,5867900
34566285686158,5865300,5867800
34566304481534,5865400,5867800
34566825574732,5865000,5867800
34566952562648,5865100,5867800
34566952648737,5865100,5867900
34567150250849,5865300,5867900
34567620926411,5865000,5867900
34567621600348,5865100,5867900
34568474970419,5865000,5867900
34568532784760,5865200,5867900
34568902419954,5865000,5867900
34569629396174,5865000,5867600
34570180423195,5865000,5867400
34572769278456,5865300,5867400
34573372656942,5865300,5867200
34573921422870,5865300,5867400
34576566762925,5865300,5867100
34576877875332,5865300,5867000
34576878439349,5865300,5867400
34576878574896,5865400,5867400
34576966248169,5865400,5867900
34576966370784,5865500,5867900
34576966442017,5865700,5867900
34576970917911,5865800,5867900
34576971106605,5865800,5868700
34576971214967,5865800,5868600
34576990929166,5865800,5868700
34576996906040,5865900,5868700
34577128768646,5865800,5868700
34577128793024,5865300,5868700
34577166736455,5865600,5868700
34577175752985,5865900,5868700
34577190433459,5865900,5869000
34577191035145,5866000,5869000
34577192189964,5866300,5869000
34577193013479,5866600,5869000
34577198203908,5866900,5869000
34577199274844,5866900,5868800
34577199786781,5867200,5868800
34577268082763,5867200,5869000
34577268182145,5867300,5869000
34577268243177,5867400,5869000
34577270718845,5867500,5869000
34577273077863,5867500,5869300
34577674264856,5867400,5869300
34577674318375,5865300,5869300
34577862899426,5865400,5869300
34577862940107,5865600,5869300
34578214835008,5869000,5869300
34578214987460,5865300,5869300
34578215125561,5865400,5869300
34578215814139,5869000,5869300
34578215919700,5865300,5869300
34578216065850,5865400,5869300
34578219958752,5865400,5869600
34578220032077,5865500,5869600
34578220081235,5865700,5869600
34578220818755,5869000,5869600
34578220947680,5865300,5869600
34578221106612,5865400,5869600
34578221187345,5869000,5869600
34578221272239,5865400,5869600
34578221276609,5865300,5869600
34578221370761,5865400,5869600
34578389534242,5865700,5869600
34578393961263,5866000,5869600
34578395809017,5866300,5869600
34578397216332,5866600,5869600
34578398545258,5866900,5869600
34578794126825,5866900,5869300
34578794296360,5866800,5869300
34578794299805,5866700,5869300
34578794300392,5866100,5869300
34578833850807,5866400,5869300
34578841176333,5866400,5869100
34578841911083,5866400,5869600
34578842564947,5866400,5869300
34578870695995,5866400,5869600
34578870697117,5866400,5869100
34578871415998,5866400,5869600
34578872066285,5866400,5869300
34578903698356,5866400,5869100
34578904411877,5866400,5869600
34578905097630,5866400,5869300
34578935123946,5866400,5869100
34578935942060,5866400,5869600
34578936651354,5866400,5869300
34578967718424,5866400,5869100
34578967839835,5866300,5869100
34578967843596,5866100,5869100
34578967847412,5865300,5869100
34578968389493,5865300,5869600
34578969059001,5865300,5869300
34578998708672,5865300,5869100
34579117927068,5865300,5869600
34579118573062,5865300,5869300
34579147981729,5865300,5869100
34579149205392,5865300,5869600
34579149889469,5865300,5869500
34579158753916,5865300,5869200
34579190752527,5865300,5869100
34579191469211,5865300,5869600
34579192132543,5865300,5869300
34579221737964,5865300,5869100
34579222965337,5865300,5869600
34579223617230,5865300,5869500
34579253003889,5865300,5869200
34579286725828,5865300,5869100
34579287475241,5865300,5869600
34579288147471,5865300,5869300
34579319984415,5865300,5869100
34579320662430,5865300,5869600
34579321356403,5865300,5869300
34579352227287,5865300,5869100
34579352928043,5865300,5869600
34579353609808,5865300,5869300
34579385346858,5865300,5869100
34579471092057,5865300,5869600
34579471783492,5865300,5869300
34579472557216,5865600,5869300
34579502747140,5865600,5869100
34579503982813,5865600,5869600
34579504659404,5865600,5869500
34579511968291,5865600,5869000
34579874910106,5865900,5869000
34580123039634,5866200,5869000
34580130756610,5866500,5869000
34580495284477,5866600,5869000
34580553995829,5866800,5869000
34580999891655,5866700,5869000
34580999892399,5865300,5869000
34581139956635,5865600,5869000
34581162216026,5865900,5869000
34581464098769,5867500,5869000
34581631387777,5867800,5869000
34581658855782,5867800,5869600
34581658988536,5867900,5869600
34581660037381,5867900,5869800
34581660684014,5867900,5869700
34581662987632,5868000,5869700
34581814210213,5867500,5869700
34581847674236,5867500,5869600
34581848905293,5867500,5869800
34581849529524,5867500,5869700
34581880672662,5867500,5869600
34581909402199,5867800,5869600
34582123026410,5867800,5869800
34582123031981,5867900,5869800
34582510238285,5868000,5869800
34583722650546,5867500,5869800
34583729537175,5868000,5869800
34583779803092,5868000,5869900
34583780366722,5868000,5870000
34583780449617,5868100,5870000
34583860435729,5868200,5870000
34583860488909,5868300,5870000
34584069300133,5868400,5870000
34584069349156,5868600,5870000
34584069453865,5868600,5870600
34584070653901,5868600,5871500
34584071302159,5868600,5871000
34584071797288,5868600,5871500
34584072491708,5868600,5871200
34584075772097,5868700,5871200
34584075821484,5868900,5871200
34584083954878,5868900,5871500
34584084041598,5869000,5871500
34584104860810,5869000,5871200
34584119135604,5869000,5871500
34584119213063,5869100,5871500
34584226050302,5870000,5871500
34584564578166,5870000,5872000
34584569267075,5870000,5873000
34585085354452,5870000,5875000
34585085501438,5870000,5873400
34585086145800,5872400,5873400
34585086861404,5872400,5875000
34585087455629,5872400,5873800
34585133469827,5872400,5873400
34585134460922,5872400,5875000
34585135140266,5872400,5873800
34585136305214,5872400,5875000
34585136988409,5872400,5873900
34585142595159,5872400,5873500
34585144670701,5872400,5875000
34585145438050,5872400,5873800
34585146447870,5872400,5875000
34585147100181,5872400,5873900
34585168759576,5872400,5874200
34585213594490,5872400,5875000
34585214232142,5872400,5874600
34585263179419,5872400,5874300
34585346137688,5872400,5875000
34585346462855,5872400,5874500
34585355000871,5872400,5874400
34585375919017,5872400,5875000
34585375923257,5872400,5874500
34585381462894,5872400,5874300
34585518495049,5872400,5874200
34585522368249,5872400,5875000
34585930371062,5872400,5874200
34586200638226,5868900,5874200
34586202862384,5870100,5874200
34586205271099,5868900,5874200
34586205928972,5869600,5874200
34586208551375,5869600,5875000
34586210610155,5869600,5874200
34586212995153,5869600,5875000
34586215689626,5868900,5875000
34586216367144,5869200,5875000
34586256942996,5869200,5874400
34586266838019,5868900,5874400
34586270590334,5868900,5875000
34586270597005,5868900,5874500
34586313834668,5868900,5874400
34586318503183,5868900,5875000
34586318513565,5868900,5874500
34587122863232,5868900,5873800
34588192604475,5868900,5874500
34588194337473,5868900,5873800
34588195838721,5868900,5874500
34588196652421,5869000,5874500
34588196697487,5869200,5874500
34588197424152,5869200,5873800
34588572687146,5868900,5873800
34588627673866,5869200,5873800
34588671187542,5869300,5873800
34588671239748,5869500,5873800
34588781600217,5868900,5873800
34588790744405,5870300,5873800
34589094753819,5870500,5873800
34589941422866,5870500,5874500
34589944666222,5870500,5873600
34590601427560,5870500,5875000
34590603110741,5870500,5874400
34590616765067,5870500,5875000
34590618357865,5870500,5874400
34590618703986,5870500,5873600
34590619163279,5870500,5874400
34590619561173,5870500,5875000
34590619821818,5870500,5874400
34590620432224,5870500,5875000
34590621088832,5870500,5874700
34590621169445,5870500,5874300
34590623025606,5870600,5874300
34590623078851,5870800,5874300
34590623091028,5870800,5874700
34590623694338,5870800,5875000
34590624397706,5870800,5874900
34591138713030,5870800,5874300
34591138841781,5870500,5874300
34591144870071,5870800,5874300
34592271281948,5870800,5872400
34592271426294,5870600,5872400
34592271427330,5870500,5872400
34592324260267,5870500,5874300
34592325864532,5870500,5872400
34592811001501,5870500,5874300
34593835988482,5870700,5874300
34594522017884,5870700,5875000
34594522661317,5870700,5874700
34594523419382,5870700,5874400
34594523949664,5870700,5875000
34594524606471,5870700,5874700
34594525852637,5870700,5874400
34594526321444,5870700,5875000
34594526995298,5870700,5874700
34594527952728,5870700,5874400
34594625762252,5870700,5874200
34594787498252,5871000,5874200
34595125437185,5871300,5874200
34595135760124,5871300,5875000
34595136425673,5871300,5874400
34595166851168,5871300,5874200
34595202920092,5871300,5875000
34595203569634,5871300,5874400
34595234825770,5871300,5874200
34595235514946,5871300,5875000
34595236149928,5871300,5874400
34595265773234,5871300,5874200
34595266633157,5871300,5875000
34595267262183,5871300,5874400
34595295756580,5871300,5874200
34595296446945,5871300,5875000
34595297119871,5871300,5874400
34595327724035,5871300,5874200
34595355647678,5871300,5875000
34595356320717,5871300,5874400
34595386744010,5871300,5874200
34595387434623,5871300,5875000
34595388129002,5871300,5874400
34595423717601,5871300,5874200
34595424560582,5871300,5875000
34595425216372,5871300,5874400
34595455390990,5871300,5874200
34595456106486,5871300,5875000
34595456806347,5871300,5874400
34595487901934,5871300,5874200
34595488583958,5871300,5875000
34595489224147,5871300,5874400
34595517773721,5871300,5874200
34595518475585,5871300,5875000
34595519102011,5871300,5874400
34595547731740,5871300,5874200
34595548579912,5871300,5875000
34595549249924,5871300,5874400
34595578765093,5871300,5874200
34595579462077,5871300,5875000
34595580147549,5871300,5874400
34595609372285,5871300,5874200
34595610222338,5871300,5875000
34595610899656,5871300,5874400
34595614609778,5871600,5874400
34595638826442,5871600,5874200
34595639680121,5871600,5875000
34595640341778,5871600,5874400
34595670751313,5871600,5874200
34595671446975,5871600,5875000
34595672075547,5871600,5874400
34595702587266,5871600,5874200
34595703289972,5871600,5875000
34595704059122,5871600,5874400
34595732754261,5871600,5874200
34595732866514,5871500,5874200
